  181 ZINC00003166 ZINC 1.791e+03   1.81e-35 -44.6    0        0        -44.6      0  3  3 0.44
  176 ZINC00009540 <0>1 1.384e+03   -24.3    -13      0        0        -37.3      7  3  3 0.09
  195 ZINC00005820 <0>1 1.497e+03   -31.6    -11.4    0        0        -43       10  3  3 0.26
  185 ZINC00000692 ZINC 2.298e+03   2.14e-35 -41.6    0        0        -41.6      0  3  3 0.01
  180 ZINC00003166 ZINC 1.699e+03   1.54e-35 -48.7    0        0        -48.7      0  3  3 0.49
  199 ZINC00006497 UNL1 1.313e+03   -6.89    -17.9    0        0        -24.8      3  3  3 0.26
  186 ZINC00004094 ZINC 1.918e+03   1.45e-35 -49      0        0        -49        0  3  3 0.47
  189 ZINC00000107 UNL1 1.314e+03   -8.71    -22      0        0        -30.7      1  3  3 0.20
  184 ZINC00000692 ZINC 2.270e+03   2.11e-35 -41.5    0        0        -41.5      0  3  3 0.01
  203 ZINC00006500 ZINC 2.052e+03   1.7e-35  -47.3    0        0        -47.3      0  3  3 0.37
  190 ZINC00005482 ZINC 2.144e+03   1.89e-35 -43.1    0        0        -43.1      0  3  3 0.59
  193 ZINC00005749 ZINC 1.942e+03   1.47e-35 -46.7    0        0        -46.7      0  3  3 0.26
  188 ZINC00000107 UNL1 1.324e+03   -7.23    -21.2    0        0        -28.4      8  3  3 0.14
  207 ZINC00006518 <0>1 1.466e+03   -46.6    -9.32    0        0        -55.9      3  3  3 0.16
  194 ZINC00005817 ZINC 1.982e+03   1.45e-35 -46.1    0        0        -46.1      0  3  3 0.21
  197 ZINC00006459 <0>1 1.558e+03   -35.9    -2.24    0        0        -38.1      8  3  3 0.00
  192 ZINC00005749 ZINC 2.022e+03   -7.96e-37 -44.2    0        0        -44.2      0  3  3 0.14
  211 ZINC00006518 <0>1 1.432e+03   -30.6    -12.4    0        0        -43        3  3  3 0.16
  198 ZINC00006459 <0>1 1.580e+03   -50.1    -11.6    0        0        -61.7     10  3  3 0.21
  201 ZINC00006497 <0>1 1.588e+03   -56.7    -7.93    0        0        -64.6      3  3  3 0.10
  196 ZINC00001996 ZINC 2.294e+03   1.22e-35 -49.4    0        0        -49.4      0  3  3 0.31
  215 ZINC00004853 ZINC 2.228e+03   2.01e-35 -47.1    0        0        -47.1      0  3  3 0.63
  202 ZINC00006497 <0>1 1.557e+03   -39.2    -2.54    0        0        -41.7      6  3  3 0.01
  205 ZINC00006518 <0>1 1.476e+03   -49.1    -9.33    0        0        -58.5      4  3  3 0.17
  200 ZINC00006497 UNL1 1.468e+03   -8.92    -17.5    0        0        -26.4      3  3  3 0.22
  219 ZINC00005566 <0>1 1.633e+03   -19.7    -23.8    0        0        -43.5      5  3  3 0.48
  206 ZINC00006518 <0>1 1.429e+03   -30.7    -8.5     0        0        -39.2      4  3  3 0.15
  209 ZINC00006518 <0>1 1.433e+03   -37.7    -17.2    0        0        -54.9      2  3  3 0.32
  223 ZINC00000362 <0>1 1.522e+03   -36      -5.46    0        0        -41.5      3  3  3 0.01
  210 ZINC00006518 <0>1 1.440e+03   -24.1    -18.5    0        0        -42.6     10  3  3 0.29
  204 ZINC00006500 ZINC 2.069e+03   1.25e-35 -47.3    0        0        -47.3      0  3  3 0.29
  227 ZINC00009130 ZINC 2.010e+03   2.23e-35 -35      0        0        -35        0  3  3 0.21
  214 ZINC00006546 <0>1 1.263e+03   -37.7    -18.1    0        0        -55.8      9  3  3 0.01
  213 ZINC00006546 <0>1 1.301e+03   -26.4    -14.7    0        0        -41.1      6  3  3 0.28
  208 ZINC00006518 <0>1 1.655e+03   -19.4    -21.9    0        0        -41.3      8  3  3 0.16
  231 ZINC00009622 <0>1 1.285e+03   -48      -11.9    0        0        -59.8     10  3  3 0.17
  218 ZINC00005566 <0>1 1.499e+03   -67.6    3.79     0        0        -63.8      1  3  3 0.11
  217 ZINC00005604 ZINC 1.917e+03   1.44e-35 -41.6    0        0        -41.6      0  3  3 0.64
  212 ZINC00006518 <0>1 1.530e+03   -45.3    -15.6    0        0        -60.9      0  3  3 0.07
  235 ZINC00003334 <0>1 1.312e+03   -23.4    -11.8    0        0        -35.1      5  3  3 0.00
  222 ZINC00000493 ZINC 1.883e+03   2.2e-35  -43.4    0        0        -43.4      0  3  3 0.31
  221 ZINC00007242 ZINC 1.820e+03   1.89e-35 -42.4    0        0        -42.4      0  3  3 0.27
  216 ZINC00005604 ZINC 1.728e+03   1.28e-35 -38.9    0        0        -38.9      0  3  3 0.49
  239 ZINC00000014 ZINC 1.883e+03   1.69e-35 -35.6    0        0        -35.6      0  3  3 0.37
  225 ZINC00008523 ZINC 1.939e+03   1.15e-35 -43.4    0        0        -43.4      0  3  3 0.45
  220 ZINC00007242 ZINC 1.839e+03   2.38e-35 -48.9    0        0        -48.9      0  3  3 0.02
  243 ZINC00001928 <0>1 1.349e+03   -55.5    -5       0        0        -60.5      1  3  3 0.05
  226 ZINC00008523 ZINC 1.983e+03   2.34e-36 -39.3    0        0        -39.3      0  3  3 0.19
  229 ZINC00009270 ZINC 2.166e+03   2.64e-35 -48.6    0        0        -48.6      0  3  3 0.04
  224 ZINC00000362 <0>1 1.430e+03   -56.1    -2.88    0        0        -59        7  3  3 0.16
  247 ZINC00001266 ZINC 1.675e+03   4.69e-36 -46.8    0        0        -46.8      0  3  3 0.07
  230 ZINC00009270 ZINC 2.158e+03   1.71e-35 -43.3    0        0        -43.3      0  3  3 0.30
  233 ZINC00009622 <0>1 1.395e+03   -55.3    -0.902   0        0        -56.2     10  3  3 0.00
  228 ZINC00009270 ZINC 2.096e+03   2.36e-35 -51.5    0        0        -51.5      0  3  3 0.28
  251 ZINC00001212 <0>1 1.255e+03   -37.2    -15.1    0        0        -52.2      0  3  3 0.00
  234 ZINC00003334 <0>1 1.317e+03   -35.5    -15.7    0        0        -51.1      5  3  3 0.09
  232 ZINC00009622 <0>1 1.322e+03   -28      -13.7    0        0        -41.7     10  3  3 0.09
  237 ZINC00006509 UNL1 1.331e+03   -4.04    -21.9    0        0        -25.9      5  3  3 0.11
  255 ZINC00002057 <0>1 1.343e+03   -18.1    -12.9    0        0        -31.1      0  3  3 0.06
  238 ZINC00000014 ZINC 1.736e+03   1.77e-35 -43.1    0        0        -43.1      0  3  3 0.36
  241 ZINC00001613 <0>1 1.567e+03   -17.6    -19.1    0        0        -36.7      2  3  3 0.79
  259 ZINC00000673 ZINC 2.361e+03   1.6e-35  -50.5    0        0        -50.5      0  3  3 0.37
  236 ZINC00006509 UNL1 1.358e+03   -1.02    -29.8    0        0        -30.8      6  3  3 0.55
  242 ZINC00001928 <0>1 1.295e+03   -48.8    -8.79    0        0        -57.6     10  3  3 0.12
